_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.format,associatedMedia.identifier,associatedMedia.license,associatedMedia.modified,associatedMedia.PixelXDimension,associatedMedia.PixelYDimension,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,coordinateUncertaintyInMeters,country,created,day,decimalLatitude,decimalLongitude,determinationFiledAs,determinationNames,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,family,gbifID,gbifIssue,genus,habitat,higherClassification,higherGeography,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,kindOfObject,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,month,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,phylum,preservative,project,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,subgenus,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year,Source resource ID
9972776,4206069 | 4206115 | 4206119 | 4206136 | 4213014,cf2b53d6-5a96-427a-8a69-56ed7727586c | 4f82f36b-43a5-4bae-b3f4-d95d1b4889a9 | 6a248570-3d19-4f55-a0b3-bfb9905209ec | a1788f2b-cf3c-4f55-973f-f14d4ddc4423 | 94176251-dd19-43cf-a86a-fc5d0c7f050e,Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:56:07+00:00 | 2022-09-26T12:59:04+00:00 | 2022-09-26T12:59:21+00:00 | 2022-09-26T13:00:31+00:00 | 2022-09-26T19:09:50+00:00,None | None | None | None | None,image/tiff | image/jpeg | image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/cf2b53d6-5a96-427a-8a69-56ed7727586c | https://data.nhm.ac.uk/media/4f82f36b-43a5-4bae-b3f4-d95d1b4889a9 | https://data.nhm.ac.uk/media/6a248570-3d19-4f55-a0b3-bfb9905209ec | https://data.nhm.ac.uk/media/a1788f2b-cf3c-4f55-973f-f14d4ddc4423 | https://data.nhm.ac.uk/media/94176251-dd19-43cf-a86a-fc5d0c7f050e,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:17:21+00:00,4724 | 4724 | 4724 | 4451 | 4451,3150 | 3341 | 3341 | 4724 | 4724,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",27c | 27 | 27 | 27b | 27a,StillImage | StillImage | StillImage | StillImage | StillImage,5,010628738,PreservedSpecimen,NHMUK010628738,,,Insecta,BMNH(E),,,,2022-09-26T11:49:00+00:00,,,,,Culex decens Theobald,,,,,,,,Culicidae,3922776440,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:22:10+00:00,,f7fccc9e-ca52-42b2-b3d7-e652b1aa7984,present,Diptera,NHMUK:ecatalogue:9972776,Arthropoda,Dry - pinned,,,,Culex decens Theobald,Theobald,Female,decens,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972797,4206044 | 4206057 | 4206072 | 4206122 | 4213070 | 4213128,eb8f6b6b-7c68-42d7-95b6-b2515ad36063 | 77aed60e-3e3b-4697-abaf-5dc7d946b8ca | fe55e21e-d25c-46eb-9415-624070f58faa | 230af7bf-60da-4c4a-83c5-edd939db448b | 5e8ed1bb-26a2-4b57-8b57-717ae2be4d2c | 1cf69c25-7cdd-453a-8ba2-6bf24aab828a,Specimen | Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:54:27+00:00 | 2022-09-26T12:55:21+00:00 | 2022-09-26T12:56:19+00:00 | 2022-09-26T12:59:33+00:00 | 2022-09-26T19:11:31+00:00 | 2022-09-26T19:13:14+00:00,None | None | None | None | None | None,image/jpeg | image/tiff | image/tiff | image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/eb8f6b6b-7c68-42d7-95b6-b2515ad36063 | https://data.nhm.ac.uk/media/77aed60e-3e3b-4697-abaf-5dc7d946b8ca | https://data.nhm.ac.uk/media/fe55e21e-d25c-46eb-9415-624070f58faa | https://data.nhm.ac.uk/media/230af7bf-60da-4c4a-83c5-edd939db448b | https://data.nhm.ac.uk/media/5e8ed1bb-26a2-4b57-8b57-717ae2be4d2c | https://data.nhm.ac.uk/media/1cf69c25-7cdd-453a-8ba2-6bf24aab828a,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:17:03+00:00 | 2022-09-27T13:17:03+00:00 | 2022-09-27T13:17:03+00:00 | 2022-09-27T13:17:03+00:00 | 2022-09-27T13:17:23+00:00 | 2022-09-27T13:17:23+00:00,7016 | 3290 | 2362 | 3656 | 4252 | 4724,4961 | 4252 | 1957 | 4724 | 3522 | 3341,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",48 | 48b | 48d | 48a | 48c | 48,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,010628759,PreservedSpecimen,NHMUK010628759,,,Insecta,BMNH(E),,,,2022-09-26T11:49:08+00:00,,,,,"Culex richiardii Ficalbi, 1889",,,,,,,,Culicidae,3922788447,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:34:59+00:00,,acd592bb-d7c6-4e1c-847f-86bc2731670c,present,Diptera,NHMUK:ecatalogue:9972797,Arthropoda,Dry - pinned,,,,"Culex richiardii Ficalbi, 1889","Ficalbi, 1889",Female,richiardii,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972760,4206080 | 4206097 | 4212993 | 4213035 | 4213137,d161240c-8960-4c15-98d9-181fdbfe8572 | 499ae3d5-6b75-46c7-ab96-eaac0570d493 | 1f473409-ae86-4d5a-bf00-eb8d78e4f2e8 | f7b86bc9-958b-49c7-a499-973730704ee5 | d8bf00c2-d627-4048-8fa6-ec0b8f142ee9,Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:56:47+00:00 | 2022-09-26T12:57:50+00:00 | 2022-09-26T19:09:12+00:00 | 2022-09-26T19:10:29+00:00 | 2022-09-26T19:13:31+00:00,None | None | None | None | None,image/tiff | image/tiff | image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/d161240c-8960-4c15-98d9-181fdbfe8572 | https://data.nhm.ac.uk/media/499ae3d5-6b75-46c7-ab96-eaac0570d493 | https://data.nhm.ac.uk/media/1f473409-ae86-4d5a-bf00-eb8d78e4f2e8 | https://data.nhm.ac.uk/media/f7b86bc9-958b-49c7-a499-973730704ee5 | https://data.nhm.ac.uk/media/d8bf00c2-d627-4048-8fa6-ec0b8f142ee9,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:16:56+00:00 | 2022-09-27T13:16:56+00:00 | 2022-09-27T13:17:19+00:00 | 2022-09-27T13:17:19+00:00 | 2022-09-27T13:17:19+00:00,2685 | 6862 | 3425 | 3425 | 2067,3473 | 4676 | 2528 | 2528 | 3464,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",11a | 11c | 11 | 11 | 11b,StillImage | StillImage | StillImage | StillImage | StillImage,5,013655666,PreservedSpecimen,NHMUK013655666,,,Insecta,BMNH(E),,,,2022-09-26T11:48:53+00:00,,,,,"Anopheles (Cellia) pretoriensis (Theobald, 1903)",,,,,,,,Culicidae,3922797413,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:21:55+00:00,,ed166b3e-71bd-4588-8a43-a6e5d3c56278,present,Diptera,NHMUK:ecatalogue:9972760,Arthropoda,Dry - pinned,,,,"Anopheles (Cellia) pretoriensis (Theobald, 1903)","(Theobald, 1903)",Female,pretoriensis,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972777,4206038 | 4206139 | 4213033,a1d79728-9fd4-4767-869c-5e69686d2f32 | 08d510c9-94e9-46b0-a915-1c60117ab88d | 594c45b2-5c28-4012-b33a-524c64edf889,Specimen | Specimen | Specimen,2022-09-26T12:53:58+00:00 | 2022-09-26T13:00:44+00:00 | 2022-09-26T19:10:25+00:00,None | None | None,image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/a1d79728-9fd4-4767-869c-5e69686d2f32 | https://data.nhm.ac.uk/media/08d510c9-94e9-46b0-a915-1c60117ab88d | https://data.nhm.ac.uk/media/594c45b2-5c28-4012-b33a-524c64edf889,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:17:21+00:00,3974 | 3543 | 3974,4252 | 3348 | 4252,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",28a | 28c | 28b,StillImage | StillImage | StillImage,3,010628739,PreservedSpecimen,NHMUK010628739,,,Insecta,BMNH(E),,,,2022-09-26T11:49:00+00:00,,,,,Culex duttoni Theobald,,,,,,,,Culicidae,3922778430,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:22:08+00:00,,4ba0eef7-ab57-4e74-a6d6-d837b13d78cc,present,Diptera,NHMUK:ecatalogue:9972777,Arthropoda,Dry - pinned,,,,Culex duttoni Theobald,Theobald,Female,duttoni,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10061376,4809255 | 4809565 | 4809595,170b3212-65fa-4a62-a679-4a964e51653b | 62c1d43a-2fc1-4953-ace2-92f4ec304601 | b5e5aad1-e67f-43c5-8b02-c3d4afc49cc3,None | None | None,2023-12-18T13:38:35+00:00 | 2023-12-18T13:53:01+00:00 | 2023-12-18T13:54:24+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/170b3212-65fa-4a62-a679-4a964e51653b | https://data.nhm.ac.uk/media/62c1d43a-2fc1-4953-ace2-92f4ec304601 | https://data.nhm.ac.uk/media/b5e5aad1-e67f-43c5-8b02-c3d4afc49cc3,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-12-18T13:38:37+00:00 | 2023-12-18T13:53:02+00:00 | 2023-12-18T13:54:25+00:00,5184 | 3888 | 3888,3888 | 5184 | 5184,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015059249_1 | 015059249_3 | 015059249_2,StillImage | StillImage | StillImage,3,015059249,PreservedSpecimen,NHMUK015059249,,,Insecta,BMNH(E),Europe,,United Kingdom,2022-12-01T17:20:18+00:00,3,52.671905513591,1.52,,"Culiseta (Culiseta) annulata Schrank, 1776",Inez Januszczak,,,,,,"Dipterist Forum Summer Field Meeting, Darwin Tree of Life, July 2022",Culicidae,3993995867,MODIFIED_DATE_INVALID | COORDINATE_ROUNDED | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culiseta,Marsh,Arthropoda; Insecta; Diptera; Culicidae; Culicinae,Europe; United Kingdom; England; Norfolk,Dr Erica McAlister,1,,NHMUK,,Virtual Voucher,,,,,,Adult,Upton Broad and Marshes,2023-12-18T13:54:26+00:00,7,cfae8f41-29eb-4aee-ab05-ad1832b08207,present,Diptera,NHMUK:ecatalogue:10061376,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Ryan Mitchell,Hand Picked,"Culiseta (Culiseta) annulata Schrank, 1776","Schrank, 1776",male,annulata,England,Molecular Collections,Culiseta,,52 40 18.859 N,001 31  E,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10060978,4609394,e5d7d9bb-0353-4ddc-bf98-ac8d93e43728,,2023-08-30T14:19:33+00:00,,image/jpeg,https://data.nhm.ac.uk/media/e5d7d9bb-0353-4ddc-bf98-ac8d93e43728,http://creativecommons.org/licenses/by/4.0/,2023-08-30T14:19:45+00:00,3888,5184,"The Trustees of the Natural History Museum, London",015059615_1,StillImage,1,015059615,PreservedSpecimen,NHMUK015059615,,,Insecta,BMNH(E),Europe,,United Kingdom,2022-12-01T17:13:20+00:00,7,52.717341927647,1.5012097625348,,"Coquillettidia (Coquillettidia) richiardii (Ficalbi, 1889)",Inez Januszczak,,,,,,"Dipterist Forum Summer Field Meeting, Darwin Tree of Life, July 2022",Culicidae,3993997424,MODIFIED_DATE_INVALID | COORDINATE_ROUNDED | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Coquillettidia,Woodland,Arthropoda; Insecta; Diptera; Culicidae; Culicinae,Europe; United Kingdom; England; Norfolk,"Irwin,T.(Dr)",1,,NHMUK,,Virtual Voucher,,,,,,Adult,"How Hill Fen National Nature Reserve, Gt.Yarmouth",2023-08-30T14:20:02+00:00,7,79461c94-7a01-4435-ab93-2009c5a1421e,present,Diptera,NHMUK:ecatalogue:10060978,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Andrew Gardiner,Hand Picked,"Coquillettidia (Coquillettidia) richiardii (Ficalbi, 1889)","(Ficalbi, 1889)",Unknown,richiardii,England,Molecular Collections,Coquillettidia,,52 43 02.4309 N,001 30 04.3551 E,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10061234,4596761 | 4596773 | 4596811 | 4597379,86e8b186-80c7-4f18-8664-3aa763cac734 | 3ee4b3aa-77e9-4f70-92cc-ceff31f58958 | ab150db8-4e35-4791-844a-0e19af03ab36 | 05b7a899-b1d7-47fe-a75b-00b8db08e964,None | None | None | None,2023-08-22T13:46:42+00:00 | 2023-08-22T13:46:51+00:00 | 2023-08-22T13:47:18+00:00 | 2023-08-22T13:55:18+00:00,None | None | None | None,image/jpeg | image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/86e8b186-80c7-4f18-8664-3aa763cac734 | https://data.nhm.ac.uk/media/3ee4b3aa-77e9-4f70-92cc-ceff31f58958 | https://data.nhm.ac.uk/media/ab150db8-4e35-4791-844a-0e19af03ab36 | https://data.nhm.ac.uk/media/05b7a899-b1d7-47fe-a75b-00b8db08e964,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-08-22T13:46:44+00:00 | 2023-08-22T13:46:52+00:00 | 2023-08-22T13:47:19+00:00 | 2023-08-22T13:55:19+00:00,5184 | 5184 | 5184 | 5184,3888 | 3888 | 3888 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015054669_4 | 015054669_2 | 015054669_1 | 015054669_3,StillImage | StillImage | StillImage | StillImage,4,015054669,PreservedSpecimen,NHMUK015054669,,,Insecta,BMNH(E),Europe,,United Kingdom,2022-12-01T17:17:47+00:00,3,52.6925,1.4594,,"Culiseta (Culiseta) annulata Schrank, 1776",Inez Januszczak,,,,,,"Dipterist Forum Summer Field Meeting, Darwin Tree of Life, July 2022",Culicidae,3993977822,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culiseta,Marsh,Arthropoda; Insecta; Diptera; Culicidae; Culicinae,Europe; United Kingdom; England; Norfolk,"Irwin,T.(Dr)",1,,NHMUK,,Virtual Voucher,,,,,,adult,Bure Marshes NNR,2023-08-22T13:55:20+00:00,7,e373d3d3-8efd-43c2-914e-33eafd05baa3,present,Diptera,NHMUK:ecatalogue:10061234,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Olga Sivell,Hand Picked,"Culiseta (Culiseta) annulata Schrank, 1776","Schrank, 1776",male,annulata,England,Molecular Collections,Culiseta,,52 41 33 N,001 27 34 E,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791825,4195785 | 4196121,ce6aebfc-5b79-4fe3-b0ef-aa90dcc28ded | 3d0bab61-7d87-4812-9e95-a35902c0f26b,Specimen | Specimen,2022-09-06T12:39:44+00:00 | 2022-09-06T13:19:24+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/ce6aebfc-5b79-4fe3-b0ef-aa90dcc28ded | https://data.nhm.ac.uk/media/3d0bab61-7d87-4812-9e95-a35902c0f26b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:21+00:00,8626 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813538_Habitus_x5 | 012813538_Dorsal_Labels,StillImage | StillImage,2,012813538,PreservedSpecimen,NHMUK012813538,,,Insecta,BMNH(E),Asia,,United Arab Emirates,2022-04-25T10:53:49+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764767775,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; United Arab Emirates,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:46+00:00,,277c0670-0be4-4f92-ba78-f4443422884b,present,Diptera,NHMUK:ecatalogue:9791825,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791808,4195875 | 4196091,d64ac37f-dbcf-4a4f-8940-1e9edbdc8eff | 7f3337c0-a082-4b61-837f-9a61213d20db,Specimen | Specimen,2022-09-06T12:50:09+00:00 | 2022-09-06T13:16:08+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/d64ac37f-dbcf-4a4f-8940-1e9edbdc8eff | https://data.nhm.ac.uk/media/7f3337c0-a082-4b61-837f-9a61213d20db,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:13+00:00 | 2022-09-06T14:07:20+00:00,5792 | 8632,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813523_Dorsal_Labels | 012813523_Habitus_x5,StillImage | StillImage,2,012813523,PreservedSpecimen,NHMUK012813523,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T10:26:39+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764774798,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:40+00:00,,44eb6cce-9e8f-4888-9e8f-c4c4ce992b6e,present,Diptera,NHMUK:ecatalogue:9791808,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791793,4195837 | 4195994,fa44f4a3-3d13-4825-a8e7-922bd36e63da | 0d05f01a-b8af-4684-b190-9555efb14381,Specimen | Specimen,2022-09-06T12:45:43+00:00 | 2022-09-06T13:04:14+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/fa44f4a3-3d13-4825-a8e7-922bd36e63da | https://data.nhm.ac.uk/media/0d05f01a-b8af-4684-b190-9555efb14381,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:12+00:00 | 2022-09-06T14:07:17+00:00,8682 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813509_Habitus_x4 | 012813509_Dorsal_Labels,StillImage | StillImage,2,012813509,PreservedSpecimen,NHMUK012813509,,,Insecta,BMNH(E),Asia,,Iran,2022-04-25T10:12:49+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764756778,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iran,,3,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:35+00:00,,b5fd1c49-ece8-4e47-8320-a059fd6eabb0,present,Diptera,NHMUK:ecatalogue:9791793,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791817,4195810 | 4195813 | 4195892 | 4195986 | 4196127,aa4aa73a-36bd-4d33-8dd4-0f62f8d023db | 7005367b-fc96-44bf-a409-4e7895544403 | 237b0dba-c47d-45bc-b7bd-43fc24c40f5c | bc31b22f-03c5-4a38-9072-428c51252ef2 | 8c24d253-0193-49ca-a187-92a7c61d865f,Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-06T12:42:36+00:00 | 2022-09-06T12:42:50+00:00 | 2022-09-06T12:51:43+00:00 | 2022-09-06T13:03:13+00:00 | 2022-09-06T13:19:59+00:00,None | None | None | None | None,image/tiff | image/tiff | image/tiff | image/jpeg | image/tiff,https://data.nhm.ac.uk/media/aa4aa73a-36bd-4d33-8dd4-0f62f8d023db | https://data.nhm.ac.uk/media/7005367b-fc96-44bf-a409-4e7895544403 | https://data.nhm.ac.uk/media/237b0dba-c47d-45bc-b7bd-43fc24c40f5c | https://data.nhm.ac.uk/media/bc31b22f-03c5-4a38-9072-428c51252ef2 | https://data.nhm.ac.uk/media/8c24d253-0193-49ca-a187-92a7c61d865f,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:14+00:00 | 2022-09-06T14:07:17+00:00 | 2022-09-06T14:07:22+00:00,8646 | 8626 | 8638 | 5792 | 8630,5790 | 5790 | 5790 | 2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813532_Habitus_x5_b | 012813532_Habitus_x5_c | 012813532_Habitus_x5_d | 012813532_Dorsal_Labels | 012813532_Habitus_x5_a,StillImage | StillImage | StillImage | StillImage | StillImage,5,012813532,PreservedSpecimen,NHMUK012813532,,,Insecta,BMNH(E),Asia,,Saudi Arabia,2022-04-25T10:34:00+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764742760,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Saudi Arabia,,5,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:47+00:00,,690970d6-ea83-46e1-a54f-224589d822a4,present,Diptera,NHMUK:ecatalogue:9791817,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791798,4195938 | 4196102,5c1028c7-bbbb-4ad9-a150-f1e37bd1c070 | 29c1beef-e29f-43e6-8df6-6d46062c43d6,Specimen | Specimen,2022-09-06T12:57:35+00:00 | 2022-09-06T13:17:27+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/5c1028c7-bbbb-4ad9-a150-f1e37bd1c070 | https://data.nhm.ac.uk/media/29c1beef-e29f-43e6-8df6-6d46062c43d6,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:15+00:00 | 2022-09-06T14:07:21+00:00,8626 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813513_Habitus_x5 | 012813513_Dorsal_Labels,StillImage | StillImage,2,012813513,PreservedSpecimen,NHMUK012813513,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:18:22+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764750786,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,1,,NHMUK,,,,,,,,pupa,,2024-10-24T10:21:42+00:00,,9b9ef61b-c4c0-417a-bd1a-acddb41eb6e3,present,Diptera,NHMUK:ecatalogue:9791798,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
