_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.format,associatedMedia.identifier,associatedMedia.license,associatedMedia.modified,associatedMedia.PixelXDimension,associatedMedia.PixelYDimension,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,coordinateUncertaintyInMeters,country,created,day,decimalLatitude,decimalLongitude,determinationFiledAs,determinationNames,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,family,gbifID,gbifIssue,genus,habitat,higherClassification,higherGeography,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,kindOfObject,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,month,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,phylum,preservative,project,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,subgenus,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year,Source resource ID
8177636,2125445 | 2125446 | 2125448 | 2125449 | 2125450 | 2125451,f1434c34-12a6-4875-8371-64587bb89589 | d9be50a6-94b9-4d5d-86c4-e905d639c462 | c97099b4-2fe2-4ccf-bd1c-bd67144a2b1f | 77857845-8033-4e2e-8d5b-8feb673f3b50 | 2fefe228-8269-49b8-ba63-e1bfc052916b | d26fa278-5291-4292-9886-4816e57ec5ca,Specimen | Label | Specimen | Specimen | Label | Label,2017-10-10T11:48:16+00:00 | 2017-10-10T11:49:14+00:00 | 2017-10-10T11:51:30+00:00 | 2017-10-10T11:52:40+00:00 | 2017-10-10T11:53:37+00:00 | 2017-10-10T11:54:27+00:00,Harry Taylor | Harry Taylor | Harry Taylor | Harry Taylor | Harry Taylor | Harry Taylor,image/tiff | image/tiff | image/tiff | image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/f1434c34-12a6-4875-8371-64587bb89589 | https://data.nhm.ac.uk/media/d9be50a6-94b9-4d5d-86c4-e905d639c462 | https://data.nhm.ac.uk/media/c97099b4-2fe2-4ccf-bd1c-bd67144a2b1f | https://data.nhm.ac.uk/media/77857845-8033-4e2e-8d5b-8feb673f3b50 | https://data.nhm.ac.uk/media/2fefe228-8269-49b8-ba63-e1bfc052916b | https://data.nhm.ac.uk/media/d26fa278-5291-4292-9886-4816e57ec5ca,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2017-10-12T22:40:56+00:00 | 2017-10-12T22:40:59+00:00 | 2017-10-12T22:40:58+00:00 | 2017-10-12T22:40:56+00:00 | 2017-10-12T22:40:57+00:00 | 2017-10-12T22:40:57+00:00,3307 | 2008 | 3189 | 3189 | 2835 | 3189,3199 | 1833 | 3249 | 3358 | 1291 | 3087,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHMUK010267691 whole body dorsal | NHMUK010267691 labels 1 | NHMUK010267691 whole body head | NHMUK010267691 whole body lateral | NHMUK010267691 labels part 2 | NHMUK010267691 labels part 3,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,010267691,PreservedSpecimen,NHMUK010267691,,,Insecta,BMNH(E),South America,,Brazil,2017-10-10T11:15:02+00:00,12,,,,"Culex chrysothorax Newstead & H.W.Howard, 1910",,,,,,,,Culicidae,1826366015,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,South America; Brazil,,1,,NHMUK,,,,,,,,adult,"Flores, near Manaus",2022-01-17T12:39:39+00:00,7,8b3fdedb-c1a9-45cd-b449-a15cf9f1a5bb,present,Diptera,NHMUK:ecatalogue:8177636,Arthropoda,Dry - pinned,,,,"Culex chrysothorax Newstead & H.W.Howard, 1910","Newstead & H.W.Howard, 1910",Male,chrysothorax,,Diptera and Siphonaptera,,LECTOTYPE,,,,1908,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791805,4195936 | 4195965 | 4195967 | 4196185,a3696227-800c-4f78-8c23-7781df19540b | e913679f-5d01-4cdf-8580-3865a139dd91 | f9d4b7bf-a91a-4da1-88e9-afb2d4f77eb2 | 097b2688-42b2-4c0b-8735-2af4a697db18,Specimen | Specimen | Specimen | Specimen,2022-09-06T12:57:18+00:00 | 2022-09-06T13:00:41+00:00 | 2022-09-06T13:00:57+00:00 | 2022-09-06T13:27:26+00:00,None | None | None | None,image/tiff | image/tiff | image/jpeg | image/tiff,https://data.nhm.ac.uk/media/a3696227-800c-4f78-8c23-7781df19540b | https://data.nhm.ac.uk/media/e913679f-5d01-4cdf-8580-3865a139dd91 | https://data.nhm.ac.uk/media/f9d4b7bf-a91a-4da1-88e9-afb2d4f77eb2 | https://data.nhm.ac.uk/media/097b2688-42b2-4c0b-8735-2af4a697db18,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:15+00:00 | 2022-09-06T14:07:16+00:00 | 2022-09-06T14:07:16+00:00 | 2022-09-06T14:07:23+00:00,8658 | 8644 | 5792 | 8646,5790 | 5790 | 2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813520_Habitus_x5_a | 012813520_Habitus_x5_c | 012813520_Dorsal_Labels | 012813520_Habitus_x5_b,StillImage | StillImage | StillImage | StillImage,4,012813520,PreservedSpecimen,NHMUK012813520,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:22:39+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764752792,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,4,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:54+00:00,,d4b04939-cc33-4091-861c-d2921fdf6460,present,Diptera,NHMUK:ecatalogue:9791805,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791848,4195877 | 4196011,e69409cd-bb5e-4045-9f36-c93bcef98b87 | 9897069a-1cfd-4de4-a6fd-c929a6efce94,Specimen | Specimen,2022-09-06T12:50:15+00:00 | 2022-09-06T13:06:23+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/e69409cd-bb5e-4045-9f36-c93bcef98b87 | https://data.nhm.ac.uk/media/9897069a-1cfd-4de4-a6fd-c929a6efce94,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:14+00:00 | 2022-09-06T14:07:18+00:00,5792 | 8620,2064 | 5780,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813548_Dorsal_Labels | 012813548_Habitus_x5,StillImage | StillImage,2,012813548,PreservedSpecimen,NHMUK012813548,,,Insecta,BMNH(E),Asia,,India,2022-04-25T11:32:32+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764769797,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; India,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:36+00:00,,12247f54-a42d-48ea-bc1f-767a9202b9ff,present,Diptera,NHMUK:ecatalogue:9791848,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9792193,4195865 | 4195977,f4fe3450-4566-4a9d-88ac-fd03ec12129a | fdde3e6a-8592-4add-88ed-a10164ed5b31,Specimen | Specimen,2022-09-06T12:48:55+00:00 | 2022-09-06T13:02:13+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/f4fe3450-4566-4a9d-88ac-fd03ec12129a | https://data.nhm.ac.uk/media/fdde3e6a-8592-4add-88ed-a10164ed5b31,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:13+00:00 | 2022-09-06T14:07:17+00:00,5792 | 8628,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813546_Dorsal_Labels | 012813546_Habitus_x5,StillImage | StillImage,2,012813546,PreservedSpecimen,NHMUK012813546,,,Insecta,BMNH(E),Asia,,India,2022-04-25T12:26:23+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764771788,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; India,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:33+00:00,,939c23ca-048d-47bf-9d4d-6773c4bee188,present,Diptera,NHMUK:ecatalogue:9792193,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791803,4195923 | 4195979,17af8eac-b793-4ad7-89e9-c8dc7c3ec38c | e2be3135-5a22-4e95-9ddc-ee0c95c27009,Specimen | Specimen,2022-09-06T12:55:42+00:00 | 2022-09-06T13:02:28+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/17af8eac-b793-4ad7-89e9-c8dc7c3ec38c | https://data.nhm.ac.uk/media/e2be3135-5a22-4e95-9ddc-ee0c95c27009,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:15+00:00 | 2022-09-06T14:07:17+00:00,8638 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813518_Habitus_x5 | 012813518_Dorsal_Labels,StillImage | StillImage,2,012813518,PreservedSpecimen,NHMUK012813518,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:21:22+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764751791,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,1,,NHMUK,,,,,,,,pupa,,2024-10-24T10:21:33+00:00,,a2cfb27c-0d24-4a32-9526-6cc22f2a4e7b,present,Diptera,NHMUK:ecatalogue:9791803,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791821,4195812 | 4195873,dbf9f0b5-f7e4-4c88-ac10-5b8679d9ad61 | 6775512b-d3a0-480d-bdd7-fbc48fcd3560,Specimen | Specimen,2022-09-06T12:42:47+00:00 | 2022-09-06T12:49:53+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/dbf9f0b5-f7e4-4c88-ac10-5b8679d9ad61 | https://data.nhm.ac.uk/media/6775512b-d3a0-480d-bdd7-fbc48fcd3560,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:13+00:00,5792 | 8674,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813535_Dorsal_Labels | 012813535_Habitus_x5,StillImage | StillImage,2,012813535,PreservedSpecimen,NHMUK012813535,,,Insecta,BMNH(E),Asia,,United Arab Emirates,2022-04-25T10:51:14+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764770781,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; United Arab Emirates,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:27+00:00,,b23a69a8-24eb-4eae-bc0c-0fbc388ff9ec,present,Diptera,NHMUK:ecatalogue:9791821,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791863,4195901 | 4196118,dee5385d-8332-4fd4-b599-dc436c0cc284 | 2be83b3e-c151-4f5f-abc9-ff47a2f5d367,Specimen | Specimen,2022-09-06T12:52:55+00:00 | 2022-09-06T13:19:05+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/dee5385d-8332-4fd4-b599-dc436c0cc284 | https://data.nhm.ac.uk/media/2be83b3e-c151-4f5f-abc9-ff47a2f5d367,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:14+00:00 | 2022-09-06T14:07:21+00:00,8644 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813561_Habitus_x4 | 012813561_Dorsal_Labels,StillImage | StillImage,2,012813561,PreservedSpecimen,NHMUK012813561,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T11:46:58+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764759770,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:45+00:00,,9afc28ae-dc48-46ce-809b-70de5777460b,present,Diptera,NHMUK:ecatalogue:9791863,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791807,4196016 | 4196129 | 4196180,1060125f-fb22-4518-aa45-1f63d8bd61f1 | 7ad7be47-3617-4f5d-acb9-65fbd2797092 | 213b9aa3-5721-4c5f-9817-a8779499eb6d,Specimen | Specimen | Specimen,2022-09-06T13:06:59+00:00 | 2022-09-06T13:20:17+00:00 | 2022-09-06T13:26:48+00:00,None | None | None,image/tiff | image/tiff | image/jpeg,https://data.nhm.ac.uk/media/1060125f-fb22-4518-aa45-1f63d8bd61f1 | https://data.nhm.ac.uk/media/7ad7be47-3617-4f5d-acb9-65fbd2797092 | https://data.nhm.ac.uk/media/213b9aa3-5721-4c5f-9817-a8779499eb6d,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:18+00:00 | 2022-09-06T14:07:22+00:00 | 2022-09-06T14:07:23+00:00,8620 | 8658 | 5792,5790 | 5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813522_Habitus_x5_a | 012813522_Habitus_x5_b | 012813522_Dorsal_Labels,StillImage | StillImage | StillImage,3,012813522,PreservedSpecimen,NHMUK012813522,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T10:26:08+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764747797,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,3,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:52+00:00,,55ec7888-e99a-459a-9842-f81afad4263e,present,Diptera,NHMUK:ecatalogue:9791807,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791794,4195809 | 4196104,9a3b02ab-c23b-4775-9bf9-e0d550211819 | 2eeef409-a41f-4433-ba72-e9e1301edbb8,Specimen | Specimen,2022-09-06T12:42:33+00:00 | 2022-09-06T13:17:34+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/9a3b02ab-c23b-4775-9bf9-e0d550211819 | https://data.nhm.ac.uk/media/2eeef409-a41f-4433-ba72-e9e1301edbb8,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:21+00:00,5792 | 8676,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813510_Dorsal_Labels | 012813510_Habitus_x4,StillImage | StillImage,2,012813510,PreservedSpecimen,NHMUK012813510,,,Insecta,BMNH(E),Asia,,Iran,2022-04-25T10:13:23+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764755788,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iran,,3,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:42+00:00,,4a2ef8a1-104e-40f8-be25-b3d8f2624533,present,Diptera,NHMUK:ecatalogue:9791794,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791810,4195858 | 4196082 | 4196156,90d54257-5bff-4f5d-b904-fe27eaef7cc7 | 3e3751e7-ce8e-4802-9303-d70e86c14630 | 6b2cea0b-db22-4b30-8fe5-fb64a9532db1,Specimen | Specimen | Specimen,2022-09-06T12:48:18+00:00 | 2022-09-06T13:14:51+00:00 | 2022-09-06T13:23:31+00:00,None | None | None,image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/90d54257-5bff-4f5d-b904-fe27eaef7cc7 | https://data.nhm.ac.uk/media/3e3751e7-ce8e-4802-9303-d70e86c14630 | https://data.nhm.ac.uk/media/6b2cea0b-db22-4b30-8fe5-fb64a9532db1,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:13+00:00 | 2022-09-06T14:07:20+00:00 | 2022-09-06T14:07:22+00:00,5792 | 8630 | 8632,2064 | 5790 | 5786,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813525_Dorsal_Labels | 012813525_Habitus_x5_b | 012813525_Habitus_x5_a,StillImage | StillImage | StillImage,3,012813525,PreservedSpecimen,NHMUK012813525,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T10:28:03+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764760767,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,5,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:49+00:00,,fb85d926-0312-442a-86a3-10f3d55ac1e1,present,Diptera,NHMUK:ecatalogue:9791810,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
8717427,2504838 | 2517488 | 2523587 | 2529851 | 2531279 | 2550882,76cc5a35-09a3-44dd-80a9-3803f7fdfaf7 | 5ad3ab79-db2e-4a87-9e3c-c5a4cbf1beff | d1e837e2-1867-42bb-9633-80a0305ea09b | 21e632e4-b75b-429b-a14a-3a8ec1c832da | 9341c0a3-fbb9-4c12-b9d3-f4d3608bb3b9 | a59b883b-2e8f-4326-83dd-143cece22219,Label | Label | Label | Label | Label | Specimen,2019-01-17T12:32:59+00:00 | 2019-01-18T23:59:48+00:00 | 2019-01-20T10:49:57+00:00 | 2019-01-20T20:46:04+00:00 | 2019-01-20T22:54:52+00:00 | 2019-01-31T19:31:43+00:00,None | None | None | None | None | None,image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/76cc5a35-09a3-44dd-80a9-3803f7fdfaf7 | https://data.nhm.ac.uk/media/5ad3ab79-db2e-4a87-9e3c-c5a4cbf1beff | https://data.nhm.ac.uk/media/d1e837e2-1867-42bb-9633-80a0305ea09b | https://data.nhm.ac.uk/media/21e632e4-b75b-429b-a14a-3a8ec1c832da | https://data.nhm.ac.uk/media/9341c0a3-fbb9-4c12-b9d3-f4d3608bb3b9 | https://data.nhm.ac.uk/media/a59b883b-2e8f-4326-83dd-143cece22219,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2019-01-20T22:01:52+00:00 | 2019-03-13T17:49:28+00:00 | 2019-03-13T17:54:31+00:00 | 2019-03-13T17:54:22+00:00 | 2019-03-13T17:53:09+00:00 | 2019-02-02T22:02:08+00:00,6688 | 6000 | 6000 | 6000 | 6000 | 8688,5792 | 4000 | 4000 | 4000 | 4000 | 5792,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013741300_235096_16757 | 013741300_additional_3 | 013741300_additional_1 | 013741300_additional_2 | 013741300_additional_4 | 013741300_lateral,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,013741300,PreservedSpecimen,NHMUK013741300,,,Insecta,BMNH(E),South America,,Ecuador,2019-01-17T12:33:05+00:00,,,,Yes,"Culicidae Meigen, 1818",Mr Martin Cooper,,,,,,,Culicidae,1989781943,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae,South America; Ecuador; Tungurahua,,1,,NHMUK,,,,,,,,,Baños,2022-07-12T13:28:57+00:00,,43a41186-9ecd-4d99-92b8-cb62f794c7dd,present,Diptera,NHMUK:ecatalogue:8717427,Arthropoda,Dry - pinned,Cooper Collection - Entry Point Digitisation using ALICE,Mr Martin Cooper,,"Culicidae Meigen, 1818","Meigen, 1818",,,Tungurahua,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
8177632,2125430 | 2125431 | 2125432 | 2125433,c80fad02-0855-4b43-a859-5cf56ee3dc57 | fc973358-a9dd-4994-9592-f1319a9c8c87 | 549af67a-e37b-49fe-9c6a-69b7a69bf32c | 8088c5df-d6a1-405c-a611-1e7431f69576,Specimen | Specimen | Specimen | Specimen,2017-10-10T11:25:33+00:00 | 2017-10-10T11:27:32+00:00 | 2017-10-10T11:29:55+00:00 | 2017-10-10T11:34:41+00:00,Harry Taylor | Harry Taylor | Harry Taylor | Harry Taylor,image/tiff | image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/c80fad02-0855-4b43-a859-5cf56ee3dc57 | https://data.nhm.ac.uk/media/fc973358-a9dd-4994-9592-f1319a9c8c87 | https://data.nhm.ac.uk/media/549af67a-e37b-49fe-9c6a-69b7a69bf32c | https://data.nhm.ac.uk/media/8088c5df-d6a1-405c-a611-1e7431f69576,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2017-10-12T22:40:59+00:00 | 2017-10-12T22:40:56+00:00 | 2017-10-12T22:40:57+00:00 | 2017-10-12T22:40:57+00:00,2598 | 4134 | 4134 | 4134,1333 | 2558 | 2613 | 2559,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHMUK010630136 & NHMUK010630137 labels | NHMUK010630136 & NHMUK010630137 whole body lateral | NHMUK010630136 & NHMUK010630137 whole body dorsal | NHMUK010630136 & NHMUK010630137 whole body head,StillImage | StillImage | StillImage | StillImage,4,010630136,PreservedSpecimen,NHMUK010630136,,,Insecta,BMNH(E),South America,,Brazil,2017-10-10T11:04:17+00:00,6,-23.8710,-47.9315,,"Culex (Melanoconion) theobaldi (Lutz, 1904)",,,,,,,,Culicidae,1826365993,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,South America; Brazil; São Paulo; São Miguel Arcanjo,,1,,NHMUK,,,,,,,,adult,Fazenda Santa elisa,2022-01-17T14:17:17+00:00,3,771b4367-2e05-44f7-9ea9-7b96b1a82998,present,Diptera,NHMUK:ecatalogue:8177632,Arthropoda,Dry - pinned,,,,"Culex (Melanoconion) theobaldi (Lutz, 1904)","(Lutz, 1904)",Female,theobaldi,São Paulo,Diptera and Siphonaptera,Melanoconion,LECTOTYPE,23 52 16 S,047 55 53 W,,1904,05ff2255-c38a-40c9-b657-4ccb55ab2feb
